cidade_norm,ano,semestre,count
Inhapi,2023,S2,3
Inhapi,2024,S1,3
Inhapi,2024,S2,1
Jacaré dos Homens,2013,S1,1
Jacaré dos Homens,2013,S2,1
Jacaré dos Homens,2014,S1,1
Jacaré dos Homens,2014,S2,1
Jacaré dos Homens,2015,S1,1
Jacaré dos Homens,2015,S2,2
Jacaré dos Homens,2017,S2,4
Jacaré dos Homens,2019,S1,1
Jacaré dos Homens,2020,S2,3
Jacaré dos Homens,2021,S2,1
Jacaré dos Homens,2023,S1,1
Jacuípe,2012,S2,1
Jacuípe,2013,S1,2
Jacuípe,2013,S2,1
Jacuípe,2014,S1,3
Jacuípe,2014,S2,1
Jacuípe,2015,S1,1
Jacuípe,2015,S2,1
Jacuípe,2016,S1,2
Jacuípe,2017,S1,3
Jacuípe,2017,S2,2
Jacuípe,2018,S1,3
Jacuípe,2019,S2,2
Jacuípe,2020,S2,3
Jacuípe,2021,S1,1
Jacuípe,2022,S2,1
Jacuípe,2023,S1,1
Jacuípe,2025,S1,1
Japaratinga,2013,S1,5
Japaratinga,2013,S2,3
Japaratinga,2014,S1,1
Japaratinga,2014,S2,1
Japaratinga,2015,S1,2
Japaratinga,2015,S2,2
Japaratinga,2016,S1,1
Japaratinga,2016,S2,1
Japaratinga,2017,S1,1
Japaratinga,2017,S2,1
Japaratinga,2018,S1,3
Japaratinga,2018,S2,1
Japaratinga,2019,S1,2
Japaratinga,2019,S2,7
Japaratinga,2020,S1,3
Japaratinga,2020,S2,1
Japaratinga,2021,S1,2
Japaratinga,2022,S1,1
Japaratinga,2022,S2,1
Japaratinga,2023,S1,1
Japaratinga,2023,S2,1
Japaratinga,2024,S1,4
Japaratinga,2024,S2,2
Japaratinga,2025,S1,3
Japaratinga,2025,S2,1
Japaratinga,2026,S1,2
Jaramataia,2012,S1,3
Jaramataia,2012,S2,5
Jaramataia,2013,S1,1
Jaramataia,2013,S2,2
Jaramataia,2014,S1,2
Jaramataia,2014,S2,3
Jaramataia,2015,S1,1
Jaramataia,2015,S2,1
Jaramataia,2016,S1,2
Jaramataia,2016,S2,4
Jaramataia,2017,S1,1
Jaramataia,2018,S1,1
Jaramataia,2018,S2,1
Jaramataia,2019,S1,2
Jaramataia,2019,S2,2
Jaramataia,2020,S2,2
Jaramataia,2021,S1,1
Jaramataia,2021,S2,2
Jaramataia,2023,S2,2
Jaramataia,2024,S2,1
Jaramataia,2025,S2,1
Jequiá da Praia,2012,S1,1
Jequiá da Praia,2014,S1,3
Jequiá da Praia,2014,S2,5
Jequiá da Praia,2015,S2,1
Jequiá da Praia,2016,S1,2
Jequiá da Praia,2016,S2,4
Jequiá da Praia,2017,S1,3
Jequiá da Praia,2017,S2,2
Jequiá da Praia,2018,S1,1
Jequiá da Praia,2018,S2,2
Jequiá da Praia,2020,S1,3
Jequiá da Praia,2020,S2,3
Jequiá da Praia,2021,S1,1
Jequiá da Praia,2022,S1,1
Jequiá da Praia,2025,S1,1
Jequiá da Praia,2025,S2,1
Joaquim Gomes,2012,S1,12
Joaquim Gomes,2012,S2,14
Joaquim Gomes,2013,S1,17
Joaquim Gomes,2013,S2,11
Joaquim Gomes,2014,S1,10
Joaquim Gomes,2014,S2,3
Joaquim Gomes,2015,S1,9
Joaquim Gomes,2015,S2,13
Joaquim Gomes,2016,S1,5
Joaquim Gomes,2016,S2,3
Joaquim Gomes,2017,S1,7
Joaquim Gomes,2017,S2,9
Joaquim Gomes,2018,S1,4
Joaquim Gomes,2018,S2,1
Joaquim Gomes,2019,S1,3
Joaquim Gomes,2019,S2,4
Joaquim Gomes,2020,S1,7
Joaquim Gomes,2021,S1,5
Joaquim Gomes,2021,S2,5
Joaquim Gomes,2022,S1,3
Joaquim Gomes,2022,S2,3
Joaquim Gomes,2023,S1,1
Joaquim Gomes,2023,S2,4
Joaquim Gomes,2024,S1,1
Joaquim Gomes,2024,S2,1
Joaquim Gomes,2025,S1,4
Joaquim Gomes,2025,S2,3
Joaquim Gomes,2026,S1,1
Jundiá,2012,S1,1
Jundiá,2012,S2,3
Jundiá,2014,S1,1
Jundiá,2014,S2,3
Jundiá,2015,S1,3
Jundiá,2015,S2,2
Jundiá,2016,S2,2
Jundiá,2017,S1,1
Jundiá,2017,S2,4
Jundiá,2018,S1,1
Jundiá,2018,S2,1
Jundiá,2020,S1,1
Jundiá,2020,S2,2
Jundiá,2022,S1,1
Jundiá,2023,S1,1
Jundiá,2024,S1,1
Jundiá,2026,S1,1
Junqueiro,2012,S1,3
Junqueiro,2012,S2,2
Junqueiro,2013,S1,8
Junqueiro,2013,S2,6
Junqueiro,2014,S1,11
Junqueiro,2014,S2,5
Junqueiro,2015,S1,3
Junqueiro,2015,S2,6
Junqueiro,2016,S1,7
Junqueiro,2016,S2,5
Junqueiro,2017,S1,6
Junqueiro,2017,S2,2
Junqueiro,2018,S1,1
Junqueiro,2018,S2,4
Junqueiro,2019,S1,3
Junqueiro,2019,S2,3
Junqueiro,2020,S1,5
Junqueiro,2020,S2,8
Junqueiro,2021,S1,3
Junqueiro,2021,S2,3
Junqueiro,2022,S1,4
Junqueiro,2022,S2,1
Junqueiro,2023,S1,2
Junqueiro,2024,S1,2
Junqueiro,2024,S2,1
Junqueiro,2025,S1,1
Junqueiro,2026,S1,4
Lagoa da Canoa,2012,S1,5
Lagoa da Canoa,2012,S2,7
Lagoa da Canoa,2013,S1,3
Lagoa da Canoa,2013,S2,5
Lagoa da Canoa,2014,S1,10
Lagoa da Canoa,2014,S2,5
Lagoa da Canoa,2015,S1,4
Lagoa da Canoa,2015,S2,4
Lagoa da Canoa,2016,S1,5
Lagoa da Canoa,2016,S2,2
Lagoa da Canoa,2017,S1,9
Lagoa da Canoa,2017,S2,7
Lagoa da Canoa,2018,S1,6
Lagoa da Canoa,2018,S2,1
Lagoa da Canoa,2019,S1,5
Lagoa da Canoa,2019,S2,2
Lagoa da Canoa,2020,S1,6
Lagoa da Canoa,2020,S2,1
Lagoa da Canoa,2021,S1,3
Lagoa da Canoa,2021,S2,6
Lagoa da Canoa,2022,S1,3
Lagoa da Canoa,2022,S2,5
Lagoa da Canoa,2023,S1,2
Lagoa da Canoa,2023,S2,2
Lagoa da Canoa,2024,S1,4
Lagoa da Canoa,2024,S2,5
Lagoa da Canoa,2025,S1,4
Lagoa da Canoa,2025,S2,5
Lagoa da Canoa,2026,S1,2
Limoeiro de Anadia,2012,S1,3
Limoeiro de Anadia,2013,S1,9
Limoeiro de Anadia,2013,S2,6
Limoeiro de Anadia,2014,S1,4
Limoeiro de Anadia,2014,S2,4
Limoeiro de Anadia,2015,S1,7
Limoeiro de Anadia,2015,S2,1
Limoeiro de Anadia,2016,S1,11
Limoeiro de Anadia,2016,S2,3
Limoeiro de Anadia,2017,S1,4
Limoeiro de Anadia,2018,S1,5
Limoeiro de Anadia,2018,S2,4
Limoeiro de Anadia,2019,S1,1
Limoeiro de Anadia,2019,S2,1
Limoeiro de Anadia,2020,S1,2
Limoeiro de Anadia,2020,S2,2
Limoeiro de Anadia,2021,S1,8
Limoeiro de Anadia,2021,S2,1
Limoeiro de Anadia,2023,S1,1
Limoeiro de Anadia,2023,S2,1
Limoeiro de Anadia,2024,S1,3
Limoeiro de Anadia,2024,S2,1
Limoeiro de Anadia,2025,S1,1
Limoeiro de Anadia,2026,S1,2
Maceió,2012,S1,441
Maceió,2012,S2,333
Maceió,2013,S1,423
Maceió,2013,S2,372
Maceió,2014,S1,393
Maceió,2014,S2,291
Maceió,2015,S1,273
Maceió,2015,S2,240
Maceió,2016,S1,189
Maceió,2016,S2,266
Maceió,2017,S1,332
Maceió,2017,S2,257
Maceió,2018,S1,230
Maceió,2018,S2,223
Maceió,2019,S1,144
Maceió,2019,S2,147
Maceió,2020,S1,186
Maceió,2020,S2,181
Maceió,2021,S1,152
Maceió,2021,S2,154
Maceió,2022,S1,172
Maceió,2022,S2,194
Maceió,2023,S1,199
Maceió,2023,S2,198
Maceió,2024,S1,177
Maceió,2024,S2,168
Maceió,2025,S1,173
Maceió,2025,S2,180
Maceió,2026,S1,101
Major Isidoro,2012,S1,2
Major Isidoro,2012,S2,8
Major Isidoro,2013,S1,2
Major Isidoro,2013,S2,8
Major Isidoro,2014,S1,6
Major Isidoro,2014,S2,6
Major Isidoro,2015,S1,8
Major Isidoro,2015,S2,4
Major Isidoro,2016,S1,2
Major Isidoro,2016,S2,4
Major Isidoro,2017,S1,3
Major Isidoro,2017,S2,3
Major Isidoro,2018,S1,3
Major Isidoro,2018,S2,2
Major Isidoro,2019,S1,3
Major Isidoro,2019,S2,1
Major Isidoro,2020,S1,6
Major Isidoro,2020,S2,1
Major Isidoro,2021,S1,2
Major Isidoro,2021,S2,4
Major Isidoro,2022,S1,3
Major Isidoro,2022,S2,2
Major Isidoro,2023,S1,3
Major Isidoro,2023,S2,2
Major Isidoro,2024,S1,4
Major Isidoro,2025,S2,1
Major Isidoro,2026,S1,1
Mar Vermelho,2014,S2,1
Mar Vermelho,2017,S2,1
Mar Vermelho,2020,S2,1
Mar Vermelho,2021,S2,1
Mar Vermelho,2022,S1,1
Mar Vermelho,2023,S1,1
Mar Vermelho,2023,S2,1
Maragogi,2012,S1,6
Maragogi,2012,S2,2
Maragogi,2013,S1,7
Maragogi,2013,S2,14
Maragogi,2014,S1,11
Maragogi,2014,S2,10
Maragogi,2015,S1,4
Maragogi,2015,S2,8
Maragogi,2016,S1,10
Maragogi,2016,S2,13
Maragogi,2017,S1,15
Maragogi,2017,S2,14
Maragogi,2018,S1,4
Maragogi,2018,S2,5
Maragogi,2019,S1,10
Maragogi,2019,S2,2
Maragogi,2020,S1,9
Maragogi,2020,S2,8
Maragogi,2021,S1,11
Maragogi,2021,S2,10
Maragogi,2022,S1,11
Maragogi,2022,S2,5
Maragogi,2023,S1,7
Maragogi,2023,S2,13
Maragogi,2024,S1,10
Maragogi,2024,S2,7
Maragogi,2025,S1,5
Maragogi,2025,S2,4
Maragogi,2026,S1,2
Maravilha,2012,S1,2
Maravilha,2012,S2,3
Maravilha,2013,S1,1
Maravilha,2013,S2,3
Maravilha,2014,S1,1
Maravilha,2014,S2,1
Maravilha,2015,S2,1
Maravilha,2016,S1,3
Maravilha,2016,S2,2
Maravilha,2017,S2,4
Maravilha,2018,S1,1
Maravilha,2018,S2,1
Maravilha,2019,S1,1
Maravilha,2019,S2,1
Maravilha,2020,S1,1
Maravilha,2020,S2,1
Maravilha,2021,S1,2
Maravilha,2022,S1,4
Maravilha,2023,S1,1
Maravilha,2023,S2,2
Maravilha,2024,S1,1
Maravilha,2024,S2,5
Maravilha,2025,S1,2
Maravilha,2025,S2,3
Marechal Deodoro,2012,S1,39
Marechal Deodoro,2012,S2,24
Marechal Deodoro,2013,S1,30
Marechal Deodoro,2013,S2,41
Marechal Deodoro,2014,S1,30
Marechal Deodoro,2014,S2,23
Marechal Deodoro,2015,S1,25
Marechal Deodoro,2015,S2,12
Marechal Deodoro,2016,S1,14
Marechal Deodoro,2016,S2,17
Marechal Deodoro,2017,S1,19
Marechal Deodoro,2017,S2,12
Marechal Deodoro,2018,S1,7
Marechal Deodoro,2018,S2,9
Marechal Deodoro,2019,S1,14
Marechal Deodoro,2019,S2,4
Marechal Deodoro,2020,S1,10
Marechal Deodoro,2020,S2,6
Marechal Deodoro,2021,S1,4
Marechal Deodoro,2021,S2,9
Marechal Deodoro,2022,S1,13
Marechal Deodoro,2022,S2,8
Marechal Deodoro,2023,S1,8
Marechal Deodoro,2023,S2,9
Marechal Deodoro,2024,S1,9
Marechal Deodoro,2024,S2,13
Marechal Deodoro,2025,S1,12
Marechal Deodoro,2025,S2,12
Marechal Deodoro,2026,S1,7
Maribondo,2012,S1,3
Maribondo,2012,S2,10
Maribondo,2013,S1,5
Maribondo,2013,S2,3
Maribondo,2014,S1,5
Maribondo,2014,S2,5
Maribondo,2015,S1,5
Maribondo,2015,S2,4
Maribondo,2016,S1,3
Maribondo,2016,S2,5
Maribondo,2017,S1,2
Maribondo,2017,S2,3
Maribondo,2018,S1,1
Maribondo,2018,S2,1
Maribondo,2019,S2,1
Maribondo,2020,S1,7
Maribondo,2020,S2,6
Maribondo,2021,S1,9
Maribondo,2021,S2,2
Maribondo,2022,S1,3
Maribondo,2022,S2,3
Maribondo,2023,S1,2
Maribondo,2023,S2,1
Maribondo,2024,S1,3
Maribondo,2024,S2,4
Maribondo,2025,S1,3
Maribondo,2025,S2,8
Maribondo,2026,S1,1
Mata Grande,2012,S1,5
Mata Grande,2012,S2,5
Mata Grande,2013,S1,3
Mata Grande,2013,S2,6
Mata Grande,2014,S1,4
Mata Grande,2014,S2,4
Mata Grande,2015,S1,3
Mata Grande,2015,S2,2
Mata Grande,2016,S1,7
Mata Grande,2016,S2,4
Mata Grande,2017,S1,5
Mata Grande,2017,S2,2
Mata Grande,2018,S1,3
Mata Grande,2019,S1,4
Mata Grande,2019,S2,3
Mata Grande,2020,S1,8
Mata Grande,2021,S1,4
Mata Grande,2021,S2,7
Mata Grande,2022,S1,5
Mata Grande,2022,S2,7
Mata Grande,2023,S1,3
Mata Grande,2023,S2,3
Mata Grande,2024,S1,3
Mata Grande,2024,S2,1
Mata Grande,2025,S1,2
Mata Grande,2025,S2,1
Mata Grande,2026,S1,1
Matriz de Camaragibe,2012,S1,10
Matriz de Camaragibe,2012,S2,7
Matriz de Camaragibe,2013,S1,3
Matriz de Camaragibe,2013,S2,10
Matriz de Camaragibe,2014,S1,10
Matriz de Camaragibe,2014,S2,10
Matriz de Camaragibe,2015,S1,13
Matriz de Camaragibe,2015,S2,8
Matriz de Camaragibe,2016,S1,8
Matriz de Camaragibe,2016,S2,5
Matriz de Camaragibe,2017,S1,7
Matriz de Camaragibe,2017,S2,4
Matriz de Camaragibe,2018,S1,4
Matriz de Camaragibe,2018,S2,4
Matriz de Camaragibe,2019,S1,6
Matriz de Camaragibe,2019,S2,4
Matriz de Camaragibe,2020,S1,6
Matriz de Camaragibe,2020,S2,4
Matriz de Camaragibe,2021,S1,2
Matriz de Camaragibe,2021,S2,3
Matriz de Camaragibe,2022,S1,7
Matriz de Camaragibe,2022,S2,4
Matriz de Camaragibe,2023,S1,6
Matriz de Camaragibe,2023,S2,1
Matriz de Camaragibe,2024,S1,2
Matriz de Camaragibe,2024,S2,5
Matriz de Camaragibe,2025,S1,7
Matriz de Camaragibe,2025,S2,4
Matriz de Camaragibe,2026,S1,7
Messias,2012,S1,8
Messias,2012,S2,4
Messias,2013,S1,8
Messias,2013,S2,3
Messias,2014,S1,7
Messias,2014,S2,6
Messias,2015,S1,6
Messias,2015,S2,6
Messias,2016,S1,5
Messias,2016,S2,4
Messias,2017,S1,3
Messias,2017,S2,3
Messias,2018,S1,5
Messias,2018,S2,9
Messias,2019,S1,4
Messias,2019,S2,3
Messias,2020,S1,2
Messias,2020,S2,3
Messias,2021,S1,2
Messias,2021,S2,1
Messias,2022,S1,1
Messias,2022,S2,3
Messias,2023,S1,7
Messias,2023,S2,2
Messias,2024,S1,1
Messias,2024,S2,2
Messias,2025,S1,1
Minador do Negrão,2015,S1,2
Minador do Negrão,2017,S1,1
Minador do Negrão,2018,S1,3
Minador do Negrão,2019,S2,2
Minador do Negrão,2023,S1,1
Minador do Negrão,2023,S2,1
Minador do Negrão,2024,S1,2
Minador do Negrão,2025,S2,1
Monteirópolis,2012,S1,1
Monteirópolis,2013,S2,1
Monteirópolis,2014,S2,2
Monteirópolis,2015,S2,2
Monteirópolis,2017,S1,1
Monteirópolis,2017,S2,1
Monteirópolis,2019,S1,4
Monteirópolis,2020,S1,1
Monteirópolis,2020,S2,1
Monteirópolis,2022,S1,1
Monteirópolis,2023,S1,1
Monteirópolis,2024,S2,1
Monteirópolis,2025,S1,2
Murici,2012,S1,12
Murici,2012,S2,18
Murici,2013,S1,25
Murici,2013,S2,25
Murici,2014,S1,20
Murici,2014,S2,6
Murici,2015,S1,10
Murici,2015,S2,16
Murici,2016,S1,13
Murici,2016,S2,6
Murici,2017,S1,8
Murici,2017,S2,12
Murici,2018,S1,10
Murici,2018,S2,8
Murici,2019,S1,2
Murici,2019,S2,4
Murici,2020,S1,8
Murici,2020,S2,2
Murici,2021,S1,1
Murici,2021,S2,5
Murici,2022,S1,6
Murici,2022,S2,8
Murici,2023,S1,9
Murici,2023,S2,3
Murici,2024,S1,6
Murici,2024,S2,3
Murici,2025,S1,6
Murici,2025,S2,2
Novo Lino,2012,S1,1
Novo Lino,2012,S2,2
Novo Lino,2014,S1,4
Novo Lino,2015,S1,4
Novo Lino,2015,S2,6
Novo Lino,2016,S1,4
Novo Lino,2016,S2,2
Novo Lino,2017,S1,1
Novo Lino,2017,S2,2
Novo Lino,2018,S1,2
Novo Lino,2018,S2,3
Novo Lino,2019,S1,1
Novo Lino,2019,S2,3
Novo Lino,2020,S1,1
Novo Lino,2021,S1,3
Novo Lino,2021,S2,3
Novo Lino,2022,S1,1
Novo Lino,2023,S1,1
Novo Lino,2024,S1,2
Novo Lino,2024,S2,3
Novo Lino,2025,S1,3
Novo Lino,2025,S2,1
Novo Lino,2026,S1,2
Olho d Água Grande,2012,S1,2
Olho d Água Grande,2012,S2,1
Olho d Água Grande,2013,S1,3
Olho d Água Grande,2013,S2,1
Olho d Água Grande,2014,S1,3
Olho d Água Grande,2015,S1,5
Olho d Água Grande,2016,S1,3
Olho d Água Grande,2016,S2,2
Olho d Água Grande,2017,S1,1
Olho d Água Grande,2019,S2,2
Olho d Água Grande,2021,S2,1
Olho d Água Grande,2022,S1,1
Olho d Água Grande,2022,S2,3
Olho d Água Grande,2023,S2,1
Olho d Água Grande,2024,S1,3
Olho d Água Grande,2024,S2,1
Olho d Água das Flores,2012,S1,7
Olho d Água das Flores,2012,S2,3
Olho d Água das Flores,2013,S1,4
Olho d Água das Flores,2013,S2,6
Olho d Água das Flores,2014,S1,4
Olho d Água das Flores,2014,S2,10
Olho d Água das Flores,2015,S1,4
Olho d Água das Flores,2015,S2,2
Olho d Água das Flores,2016,S1,4
Olho d Água das Flores,2016,S2,6
Olho d Água das Flores,2017,S1,8
Olho d Água das Flores,2017,S2,5
Olho d Água das Flores,2018,S1,3
Olho d Água das Flores,2018,S2,2
Olho d Água das Flores,2019,S1,5
Olho d Água das Flores,2019,S2,4
Olho d Água das Flores,2020,S1,3
Olho d Água das Flores,2020,S2,5
Olho d Água das Flores,2021,S1,6
Olho d Água das Flores,2021,S2,1
Olho d Água das Flores,2022,S1,6
Olho d Água das Flores,2022,S2,3
Olho d Água das Flores,2023,S1,5
Olho d Água das Flores,2024,S1,1
Olho d Água das Flores,2024,S2,1
Olho d Água das Flores,2025,S1,3
Olho d Água das Flores,2025,S2,1
Olho d Água das Flores,2026,S1,2
Olho d Água do Casado,2012,S2,1
Olho d Água do Casado,2013,S1,2
Olho d Água do Casado,2013,S2,1
Olho d Água do Casado,2014,S1,2
Olho d Água do Casado,2014,S2,3
Olho d Água do Casado,2015,S1,4
Olho d Água do Casado,2015,S2,1
Olho d Água do Casado,2016,S1,4
Olho d Água do Casado,2016,S2,2
Olho d Água do Casado,2017,S1,2
Olho d Água do Casado,2018,S2,2
Olho d Água do Casado,2019,S1,2
Olho d Água do Casado,2020,S1,2
Olho d Água do Casado,2020,S2,2
Olho d Água do Casado,2021,S1,1
Olho d Água do Casado,2022,S1,1
Olho d Água do Casado,2022,S2,1
Olho d Água do Casado,2023,S2,3
Olho d Água do Casado,2024,S1,2
Olho d Água do Casado,2024,S2,1
Olho d Água do Casado,2025,S1,1
Olho d Água do Casado,2026,S1,1
Olivença,2012,S1,3
Olivença,2013,S1,2
Olivença,2014,S1,2
Olivença,2014,S2,2
Olivença,2015,S1,1
Olivença,2015,S2,1
Olivença,2016,S2,1
Olivença,2017,S1,3
Olivença,2018,S1,1
Olivença,2019,S1,1
Olivença,2020,S1,1
Olivença,2020,S2,3
Olivença,2021,S1,1
Olivença,2021,S2,1
Olivença,2022,S1,1
Olivença,2022,S2,2
Olivença,2023,S1,1
Olivença,2023,S2,1
Olivença,2024,S1,3
Olivença,2024,S2,3
Olivença,2025,S1,2
Olivença,2025,S2,1
Ouro Branco,2012,S1,2
Ouro Branco,2013,S2,1
Ouro Branco,2014,S1,2
Ouro Branco,2014,S2,1
Ouro Branco,2015,S1,2
Ouro Branco,2015,S2,1
Ouro Branco,2016,S2,1
Ouro Branco,2017,S1,1
Ouro Branco,2018,S1,2
Ouro Branco,2018,S2,2
Ouro Branco,2020,S2,1
Ouro Branco,2021,S1,1
Ouro Branco,2021,S2,3
Ouro Branco,2023,S1,1
Ouro Branco,2023,S2,1
Ouro Branco,2024,S1,1
Ouro Branco,2025,S2,1
Ouro Branco,2026,S1,1
Palestina,2012,S1,1
Palestina,2013,S1,1
Palestina,2014,S1,2
Palestina,2014,S2,1
Palestina,2015,S2,1
Palestina,2020,S2,1
Palestina,2024,S2,1
Palestina,2025,S1,1
Palestina,2026,S1,1
Palmeira dos Índios,2012,S1,35
Palmeira dos Índios,2012,S2,21
Palmeira dos Índios,2013,S1,19
Palmeira dos Índios,2013,S2,22
Palmeira dos Índios,2014,S1,26
Palmeira dos Índios,2014,S2,12
Palmeira dos Índios,2015,S1,18
Palmeira dos Índios,2015,S2,26
Palmeira dos Índios,2016,S1,18
Palmeira dos Índios,2016,S2,15
Palmeira dos Índios,2017,S1,17
Palmeira dos Índios,2017,S2,16
Palmeira dos Índios,2018,S1,17
Palmeira dos Índios,2018,S2,13
Palmeira dos Índios,2019,S1,10
Palmeira dos Índios,2019,S2,9
Palmeira dos Índios,2020,S1,16
Palmeira dos Índios,2020,S2,6
Palmeira dos Índios,2021,S1,15
Palmeira dos Índios,2021,S2,6
Palmeira dos Índios,2022,S1,4
Palmeira dos Índios,2022,S2,8
Palmeira dos Índios,2023,S1,17
Palmeira dos Índios,2023,S2,7
Palmeira dos Índios,2024,S1,6
Palmeira dos Índios,2024,S2,9
Palmeira dos Índios,2025,S1,8
Palmeira dos Índios,2025,S2,6
Palmeira dos Índios,2026,S1,3
Pariconha,2012,S1,1
Pariconha,2014,S1,1
Pariconha,2014,S2,1
Pariconha,2015,S1,1
Pariconha,2015,S2,1
Pariconha,2017,S2,2
Pariconha,2018,S1,1
Pariconha,2018,S2,2
Pariconha,2019,S1,1
Pariconha,2022,S1,1
Pariconha,2023,S2,1
Paripueira,2012,S2,7
Paripueira,2013,S2,4
Paripueira,2014,S1,5
Paripueira,2014,S2,3
Paripueira,2015,S1,1
Paripueira,2015,S2,1
Paripueira,2016,S1,5
Paripueira,2016,S2,3
Paripueira,2017,S1,1
Paripueira,2017,S2,4
Paripueira,2018,S1,6
Paripueira,2018,S2,3
Paripueira,2019,S1,1
Paripueira,2019,S2,6
Paripueira,2020,S1,2
Paripueira,2020,S2,1
Paripueira,2021,S1,2
Paripueira,2021,S2,3
Paripueira,2022,S1,3
Paripueira,2023,S1,1
Paripueira,2023,S2,3
Paripueira,2024,S1,4
Paripueira,2024,S2,6
Paripueira,2025,S1,2
Paripueira,2025,S2,1
Passo de Camaragibe,2012,S1,3
Passo de Camaragibe,2012,S2,2
Passo de Camaragibe,2013,S1,5
Passo de Camaragibe,2013,S2,5
Passo de Camaragibe,2014,S1,4
Passo de Camaragibe,2014,S2,1
Passo de Camaragibe,2015,S1,3
Passo de Camaragibe,2015,S2,7
Passo de Camaragibe,2016,S1,1
Passo de Camaragibe,2016,S2,3
Passo de Camaragibe,2017,S1,10
Passo de Camaragibe,2018,S1,4
Passo de Camaragibe,2018,S2,2
Passo de Camaragibe,2019,S1,3
Passo de Camaragibe,2019,S2,4
Passo de Camaragibe,2020,S1,5
Passo de Camaragibe,2020,S2,4
Passo de Camaragibe,2021,S1,3
Passo de Camaragibe,2021,S2,1
Passo de Camaragibe,2022,S1,3
Passo de Camaragibe,2022,S2,7
Passo de Camaragibe,2023,S1,2
Passo de Camaragibe,2023,S2,1
Passo de Camaragibe,2024,S1,4
Passo de Camaragibe,2024,S2,2
Passo de Camaragibe,2025,S1,3
Passo de Camaragibe,2025,S2,3
Passo de Camaragibe,2026,S1,4
Paulo Jacinto,2012,S1,1
Paulo Jacinto,2012,S2,4
Paulo Jacinto,2013,S1,1
Paulo Jacinto,2013,S2,2
Paulo Jacinto,2014,S1,3
Paulo Jacinto,2014,S2,2
Paulo Jacinto,2016,S1,3
Paulo Jacinto,2016,S2,1
Paulo Jacinto,2017,S1,1
Paulo Jacinto,2018,S1,1
Paulo Jacinto,2018,S2,1
Paulo Jacinto,2019,S1,2
Paulo Jacinto,2019,S2,3
Paulo Jacinto,2020,S1,1
Paulo Jacinto,2020,S2,3
Paulo Jacinto,2021,S1,1
Paulo Jacinto,2021,S2,1
Paulo Jacinto,2022,S1,2
Paulo Jacinto,2022,S2,1
Penedo,2012,S1,11
Penedo,2012,S2,19
Penedo,2013,S1,14
Penedo,2013,S2,9
Penedo,2014,S1,23
Penedo,2014,S2,17
Penedo,2015,S1,19
Penedo,2015,S2,16
Penedo,2016,S1,13
Penedo,2016,S2,14
Penedo,2017,S1,26
Penedo,2017,S2,16
Penedo,2018,S1,14
Penedo,2018,S2,7
Penedo,2019,S1,10
Penedo,2019,S2,6
Penedo,2020,S1,13
Penedo,2020,S2,9
Penedo,2021,S1,14
Penedo,2021,S2,13
Penedo,2022,S1,13
Penedo,2022,S2,5
Penedo,2023,S1,14
Penedo,2023,S2,3
Penedo,2024,S1,8
Penedo,2024,S2,8
Penedo,2025,S1,3
Penedo,2025,S2,7
Penedo,2026,S1,6
Piaçabuçu,2012,S1,3
Piaçabuçu,2012,S2,6
Piaçabuçu,2013,S1,7
Piaçabuçu,2013,S2,3
Piaçabuçu,2014,S1,12
Piaçabuçu,2014,S2,10
Piaçabuçu,2015,S1,5
Piaçabuçu,2015,S2,2
Piaçabuçu,2016,S1,1
Piaçabuçu,2016,S2,1
