cidade_norm,trimestre,count
Santana do Mundaú,2016Q1,3
Santana do Mundaú,2016Q2,2
Santana do Mundaú,2016Q3,3
Santana do Mundaú,2016Q4,6
Santana do Mundaú,2017Q1,2
Santana do Mundaú,2017Q2,1
Santana do Mundaú,2017Q3,2
Santana do Mundaú,2017Q4,2
Santana do Mundaú,2018Q1,2
Santana do Mundaú,2018Q3,2
Santana do Mundaú,2019Q1,1
Santana do Mundaú,2019Q3,1
Santana do Mundaú,2020Q4,1
Santana do Mundaú,2021Q1,1
Santana do Mundaú,2021Q3,1
Santana do Mundaú,2021Q4,1
Santana do Mundaú,2022Q2,1
Santana do Mundaú,2022Q3,1
Santana do Mundaú,2023Q2,3
Santana do Mundaú,2023Q3,1
Santana do Mundaú,2023Q4,2
Santana do Mundaú,2024Q2,1
Santana do Mundaú,2026Q2,1
Satuba,2012Q1,7
Satuba,2012Q2,5
Satuba,2012Q3,5
Satuba,2012Q4,7
Satuba,2013Q1,6
Satuba,2013Q2,8
Satuba,2013Q3,8
Satuba,2013Q4,6
Satuba,2014Q1,7
Satuba,2014Q3,4
Satuba,2014Q4,1
Satuba,2015Q1,1
Satuba,2015Q3,1
Satuba,2016Q1,1
Satuba,2016Q2,3
Satuba,2016Q3,1
Satuba,2016Q4,3
Satuba,2017Q1,3
Satuba,2017Q2,1
Satuba,2017Q3,2
Satuba,2017Q4,2
Satuba,2018Q2,1
Satuba,2018Q3,2
Satuba,2018Q4,2
Satuba,2019Q1,2
Satuba,2019Q2,3
Satuba,2019Q4,1
Satuba,2020Q1,3
Satuba,2020Q2,1
Satuba,2021Q1,2
Satuba,2021Q2,2
Satuba,2021Q3,3
Satuba,2021Q4,1
Satuba,2022Q1,2
Satuba,2022Q2,2
Satuba,2023Q1,5
Satuba,2023Q2,4
Satuba,2023Q3,1
Satuba,2024Q1,1
Satuba,2024Q3,2
Satuba,2024Q4,1
Satuba,2025Q1,1
Satuba,2025Q4,1
Satuba,2026Q1,2
Satuba,2026Q2,1
Senador Rui Palmeira,2012Q1,1
Senador Rui Palmeira,2012Q2,2
Senador Rui Palmeira,2012Q3,1
Senador Rui Palmeira,2013Q2,1
Senador Rui Palmeira,2013Q4,1
Senador Rui Palmeira,2014Q1,1
Senador Rui Palmeira,2014Q4,3
Senador Rui Palmeira,2015Q1,1
Senador Rui Palmeira,2015Q3,2
Senador Rui Palmeira,2016Q4,2
Senador Rui Palmeira,2017Q4,2
Senador Rui Palmeira,2018Q1,2
Senador Rui Palmeira,2018Q3,3
Senador Rui Palmeira,2018Q4,1
Senador Rui Palmeira,2019Q2,1
Senador Rui Palmeira,2019Q3,1
Senador Rui Palmeira,2019Q4,1
Senador Rui Palmeira,2020Q1,3
Senador Rui Palmeira,2020Q2,1
Senador Rui Palmeira,2020Q3,1
Senador Rui Palmeira,2021Q2,1
Senador Rui Palmeira,2021Q3,3
Senador Rui Palmeira,2022Q1,2
Senador Rui Palmeira,2022Q3,1
Senador Rui Palmeira,2022Q4,2
Senador Rui Palmeira,2023Q1,1
Senador Rui Palmeira,2024Q1,1
Senador Rui Palmeira,2025Q3,2
Senador Rui Palmeira,2025Q4,3
Senador Rui Palmeira,2026Q1,2
São Brás,2012Q1,1
São Brás,2012Q3,1
São Brás,2013Q1,1
São Brás,2014Q1,1
São Brás,2014Q4,1
São Brás,2015Q2,1
São Brás,2015Q4,1
São Brás,2016Q2,2
São Brás,2017Q1,1
São Brás,2017Q3,1
São Brás,2018Q4,1
São Brás,2019Q2,2
São Brás,2019Q4,1
São Brás,2021Q1,1
São Brás,2022Q1,1
São Brás,2023Q1,2
São Brás,2023Q4,1
São Brás,2025Q2,1
São Brás,2025Q4,1
São Brás,2026Q1,1
São José da Laje,2012Q1,4
São José da Laje,2012Q2,4
São José da Laje,2012Q3,2
São José da Laje,2012Q4,5
São José da Laje,2013Q1,1
São José da Laje,2013Q2,3
São José da Laje,2013Q3,7
São José da Laje,2013Q4,6
São José da Laje,2014Q1,8
São José da Laje,2014Q2,7
São José da Laje,2014Q3,9
São José da Laje,2014Q4,3
São José da Laje,2015Q1,4
São José da Laje,2015Q2,5
São José da Laje,2015Q3,7
São José da Laje,2015Q4,2
São José da Laje,2016Q1,3
São José da Laje,2016Q2,4
São José da Laje,2016Q4,6
São José da Laje,2017Q1,5
São José da Laje,2017Q2,2
São José da Laje,2017Q3,4
São José da Laje,2017Q4,1
São José da Laje,2018Q1,3
São José da Laje,2018Q2,1
São José da Laje,2018Q3,1
São José da Laje,2018Q4,3
São José da Laje,2019Q1,2
São José da Laje,2019Q2,1
São José da Laje,2019Q3,1
São José da Laje,2019Q4,2
São José da Laje,2020Q1,1
São José da Laje,2020Q2,2
São José da Laje,2020Q3,5
São José da Laje,2020Q4,2
São José da Laje,2021Q1,2
São José da Laje,2021Q2,2
São José da Laje,2021Q3,2
São José da Laje,2021Q4,2
São José da Laje,2022Q1,2
São José da Laje,2022Q2,2
São José da Laje,2022Q3,2
São José da Laje,2022Q4,1
São José da Laje,2023Q1,1
São José da Laje,2023Q2,3
São José da Laje,2023Q3,5
São José da Laje,2023Q4,1
São José da Laje,2024Q2,1
São José da Laje,2024Q3,1
São José da Laje,2026Q1,1
São José da Laje,2026Q2,1
São José da Tapera,2012Q1,4
São José da Tapera,2012Q2,3
São José da Tapera,2012Q3,5
São José da Tapera,2012Q4,1
São José da Tapera,2013Q1,5
São José da Tapera,2013Q2,4
São José da Tapera,2013Q3,4
São José da Tapera,2013Q4,5
São José da Tapera,2014Q1,1
São José da Tapera,2014Q2,1
São José da Tapera,2014Q3,3
São José da Tapera,2014Q4,5
São José da Tapera,2015Q1,9
São José da Tapera,2015Q2,4
São José da Tapera,2015Q3,5
São José da Tapera,2015Q4,4
São José da Tapera,2016Q1,4
São José da Tapera,2016Q2,8
São José da Tapera,2016Q3,5
São José da Tapera,2016Q4,2
São José da Tapera,2017Q1,3
São José da Tapera,2017Q2,4
São José da Tapera,2017Q3,1
São José da Tapera,2017Q4,2
São José da Tapera,2018Q1,2
São José da Tapera,2018Q2,1
São José da Tapera,2018Q3,5
São José da Tapera,2018Q4,4
São José da Tapera,2019Q1,3
São José da Tapera,2019Q2,1
São José da Tapera,2019Q3,1
São José da Tapera,2019Q4,5
São José da Tapera,2020Q1,1
São José da Tapera,2020Q2,2
São José da Tapera,2020Q3,2
São José da Tapera,2020Q4,3
São José da Tapera,2021Q1,1
São José da Tapera,2021Q2,3
São José da Tapera,2021Q4,2
São José da Tapera,2022Q2,3
São José da Tapera,2022Q3,1
São José da Tapera,2022Q4,5
São José da Tapera,2023Q1,1
São José da Tapera,2023Q2,5
São José da Tapera,2023Q3,1
São José da Tapera,2023Q4,1
São José da Tapera,2024Q1,2
São José da Tapera,2024Q3,1
São José da Tapera,2024Q4,4
São José da Tapera,2025Q1,1
São José da Tapera,2025Q2,1
São José da Tapera,2025Q3,1
São José da Tapera,2026Q1,1
São Luís do Quitunde,2012Q1,8
São Luís do Quitunde,2012Q2,3
São Luís do Quitunde,2012Q3,1
São Luís do Quitunde,2012Q4,3
São Luís do Quitunde,2013Q1,3
São Luís do Quitunde,2013Q2,7
São Luís do Quitunde,2013Q3,5
São Luís do Quitunde,2013Q4,5
São Luís do Quitunde,2014Q1,4
São Luís do Quitunde,2014Q2,4
São Luís do Quitunde,2014Q3,1
São Luís do Quitunde,2014Q4,2
São Luís do Quitunde,2015Q1,8
São Luís do Quitunde,2015Q2,1
São Luís do Quitunde,2015Q3,7
São Luís do Quitunde,2015Q4,8
São Luís do Quitunde,2016Q1,8
São Luís do Quitunde,2016Q2,4
São Luís do Quitunde,2016Q3,4
São Luís do Quitunde,2016Q4,5
São Luís do Quitunde,2017Q1,3
São Luís do Quitunde,2017Q2,2
São Luís do Quitunde,2017Q3,1
São Luís do Quitunde,2017Q4,5
São Luís do Quitunde,2018Q1,4
São Luís do Quitunde,2018Q2,5
São Luís do Quitunde,2018Q3,1
São Luís do Quitunde,2018Q4,6
São Luís do Quitunde,2019Q1,2
São Luís do Quitunde,2019Q2,1
São Luís do Quitunde,2019Q3,1
São Luís do Quitunde,2019Q4,7
São Luís do Quitunde,2020Q1,1
São Luís do Quitunde,2020Q2,11
São Luís do Quitunde,2020Q3,6
São Luís do Quitunde,2020Q4,2
São Luís do Quitunde,2021Q1,4
São Luís do Quitunde,2021Q2,5
São Luís do Quitunde,2021Q3,2
São Luís do Quitunde,2021Q4,4
São Luís do Quitunde,2022Q1,10
São Luís do Quitunde,2022Q2,4
São Luís do Quitunde,2023Q1,3
São Luís do Quitunde,2023Q2,2
São Luís do Quitunde,2023Q3,3
São Luís do Quitunde,2023Q4,1
São Luís do Quitunde,2024Q1,7
São Luís do Quitunde,2024Q2,2
São Luís do Quitunde,2024Q3,2
São Luís do Quitunde,2024Q4,3
São Luís do Quitunde,2025Q1,4
São Luís do Quitunde,2025Q2,2
São Luís do Quitunde,2025Q3,3
São Luís do Quitunde,2025Q4,1
São Luís do Quitunde,2026Q1,1
São Luís do Quitunde,2026Q2,1
São Miguel dos Campos,2012Q1,25
São Miguel dos Campos,2012Q2,11
São Miguel dos Campos,2012Q3,12
São Miguel dos Campos,2012Q4,8
São Miguel dos Campos,2013Q1,9
São Miguel dos Campos,2013Q2,9
São Miguel dos Campos,2013Q3,12
São Miguel dos Campos,2013Q4,9
São Miguel dos Campos,2014Q1,13
São Miguel dos Campos,2014Q2,19
São Miguel dos Campos,2014Q3,4
São Miguel dos Campos,2014Q4,20
São Miguel dos Campos,2015Q1,9
São Miguel dos Campos,2015Q2,10
São Miguel dos Campos,2015Q3,6
São Miguel dos Campos,2015Q4,7
São Miguel dos Campos,2016Q1,7
São Miguel dos Campos,2016Q2,4
São Miguel dos Campos,2016Q3,5
São Miguel dos Campos,2016Q4,7
São Miguel dos Campos,2017Q1,3
São Miguel dos Campos,2017Q2,6
São Miguel dos Campos,2017Q3,7
São Miguel dos Campos,2017Q4,6
São Miguel dos Campos,2018Q1,3
São Miguel dos Campos,2018Q2,7
São Miguel dos Campos,2018Q3,3
São Miguel dos Campos,2018Q4,4
São Miguel dos Campos,2019Q1,2
São Miguel dos Campos,2019Q2,6
São Miguel dos Campos,2019Q3,3
São Miguel dos Campos,2019Q4,6
São Miguel dos Campos,2020Q1,12
São Miguel dos Campos,2020Q2,4
São Miguel dos Campos,2020Q3,1
São Miguel dos Campos,2020Q4,6
São Miguel dos Campos,2021Q1,8
São Miguel dos Campos,2021Q2,3
São Miguel dos Campos,2021Q3,4
São Miguel dos Campos,2021Q4,3
São Miguel dos Campos,2022Q1,4
São Miguel dos Campos,2022Q2,5
São Miguel dos Campos,2022Q3,6
São Miguel dos Campos,2022Q4,7
São Miguel dos Campos,2023Q1,5
São Miguel dos Campos,2023Q2,4
São Miguel dos Campos,2023Q3,5
São Miguel dos Campos,2023Q4,7
São Miguel dos Campos,2024Q1,4
São Miguel dos Campos,2024Q2,7
São Miguel dos Campos,2024Q3,4
São Miguel dos Campos,2024Q4,8
São Miguel dos Campos,2025Q1,13
São Miguel dos Campos,2025Q2,8
São Miguel dos Campos,2025Q3,5
São Miguel dos Campos,2025Q4,9
São Miguel dos Campos,2026Q1,5
São Miguel dos Milagres,2012Q1,2
São Miguel dos Milagres,2012Q3,1
São Miguel dos Milagres,2012Q4,1
São Miguel dos Milagres,2013Q4,1
São Miguel dos Milagres,2014Q2,1
São Miguel dos Milagres,2014Q3,2
São Miguel dos Milagres,2014Q4,2
São Miguel dos Milagres,2015Q2,4
São Miguel dos Milagres,2015Q4,1
São Miguel dos Milagres,2016Q1,2
São Miguel dos Milagres,2016Q3,2
São Miguel dos Milagres,2016Q4,1
São Miguel dos Milagres,2017Q1,1
São Miguel dos Milagres,2017Q2,1
São Miguel dos Milagres,2018Q1,1
São Miguel dos Milagres,2018Q3,2
São Miguel dos Milagres,2019Q2,1
São Miguel dos Milagres,2019Q4,1
São Miguel dos Milagres,2020Q3,1
São Miguel dos Milagres,2020Q4,1
São Miguel dos Milagres,2021Q4,2
São Miguel dos Milagres,2022Q1,2
São Miguel dos Milagres,2022Q2,2
São Miguel dos Milagres,2022Q3,2
São Miguel dos Milagres,2022Q4,2
São Miguel dos Milagres,2023Q2,2
São Miguel dos Milagres,2023Q3,1
São Miguel dos Milagres,2023Q4,1
São Miguel dos Milagres,2024Q2,1
São Miguel dos Milagres,2024Q3,2
São Miguel dos Milagres,2025Q1,4
São Miguel dos Milagres,2025Q2,4
São Miguel dos Milagres,2025Q3,3
São Miguel dos Milagres,2026Q1,1
São Sebastião,2012Q1,2
São Sebastião,2012Q2,2
São Sebastião,2012Q3,9
São Sebastião,2012Q4,5
São Sebastião,2013Q1,6
São Sebastião,2013Q2,7
São Sebastião,2013Q3,6
São Sebastião,2013Q4,15
São Sebastião,2014Q1,7
São Sebastião,2014Q2,12
São Sebastião,2014Q3,4
São Sebastião,2014Q4,6
São Sebastião,2015Q1,8
São Sebastião,2015Q2,6
São Sebastião,2015Q3,3
São Sebastião,2015Q4,4
São Sebastião,2016Q1,5
São Sebastião,2016Q2,5
São Sebastião,2016Q3,8
São Sebastião,2016Q4,9
São Sebastião,2017Q1,2
São Sebastião,2017Q2,4
São Sebastião,2017Q3,5
São Sebastião,2017Q4,5
São Sebastião,2018Q1,4
São Sebastião,2018Q2,4
São Sebastião,2018Q3,3
São Sebastião,2018Q4,2
São Sebastião,2019Q1,2
São Sebastião,2019Q2,3
São Sebastião,2019Q3,3
São Sebastião,2019Q4,4
São Sebastião,2020Q1,4
São Sebastião,2020Q2,4
São Sebastião,2020Q3,4
São Sebastião,2020Q4,6
São Sebastião,2021Q1,4
São Sebastião,2021Q2,6
São Sebastião,2021Q3,5
São Sebastião,2021Q4,3
São Sebastião,2022Q1,3
São Sebastião,2022Q2,3
São Sebastião,2022Q3,3
São Sebastião,2022Q4,5
São Sebastião,2023Q1,5
São Sebastião,2023Q2,3
São Sebastião,2023Q4,1
São Sebastião,2024Q2,5
São Sebastião,2024Q3,2
São Sebastião,2024Q4,3
São Sebastião,2025Q1,3
São Sebastião,2025Q2,1
São Sebastião,2025Q3,2
São Sebastião,2025Q4,3
São Sebastião,2026Q1,2
Tanque d Arca,2012Q4,1
Tanque d Arca,2013Q1,2
Tanque d Arca,2013Q3,2
Tanque d Arca,2013Q4,1
Tanque d Arca,2014Q1,3
Tanque d Arca,2014Q2,2
Tanque d Arca,2014Q4,1
Tanque d Arca,2015Q3,2
Tanque d Arca,2016Q2,2
Tanque d Arca,2016Q3,2
Tanque d Arca,2016Q4,1
Tanque d Arca,2017Q1,1
Tanque d Arca,2017Q2,1
Tanque d Arca,2017Q3,1
Tanque d Arca,2019Q2,1
Tanque d Arca,2020Q1,1
Tanque d Arca,2020Q2,1
Tanque d Arca,2020Q4,1
Tanque d Arca,2021Q1,1
Tanque d Arca,2022Q1,2
Taquarana,2012Q1,3
Taquarana,2012Q2,3
Taquarana,2013Q1,1
Taquarana,2013Q2,4
Taquarana,2013Q4,6
Taquarana,2014Q1,2
Taquarana,2014Q2,1
Taquarana,2014Q3,3
Taquarana,2014Q4,3
Taquarana,2015Q1,3
Taquarana,2015Q2,5
Taquarana,2015Q4,1
Taquarana,2016Q2,1
Taquarana,2016Q3,1
Taquarana,2016Q4,1
Taquarana,2017Q2,1
Taquarana,2017Q3,1
Taquarana,2017Q4,1
Taquarana,2018Q1,3
Taquarana,2018Q4,1
Taquarana,2019Q1,2
Taquarana,2019Q4,2
Taquarana,2020Q1,2
Taquarana,2020Q2,3
Taquarana,2020Q3,5
Taquarana,2020Q4,3
Taquarana,2021Q1,2
Taquarana,2021Q2,2
Taquarana,2021Q3,1
Taquarana,2021Q4,5
Taquarana,2022Q1,3
Taquarana,2022Q2,2
Taquarana,2022Q3,1
Taquarana,2023Q1,1
Taquarana,2023Q2,1
Taquarana,2023Q4,4
Taquarana,2024Q1,4
Taquarana,2024Q2,1
Taquarana,2024Q4,1
Taquarana,2025Q1,1
Taquarana,2025Q2,2
Taquarana,2025Q3,1
Taquarana,2025Q4,1
Teotônio Vilela,2012Q1,2
Teotônio Vilela,2012Q2,8
Teotônio Vilela,2012Q3,7
Teotônio Vilela,2012Q4,9
Teotônio Vilela,2013Q1,7
Teotônio Vilela,2013Q2,6
Teotônio Vilela,2013Q3,9
Teotônio Vilela,2013Q4,9
Teotônio Vilela,2014Q1,7
Teotônio Vilela,2014Q2,10
Teotônio Vilela,2014Q3,5
Teotônio Vilela,2014Q4,5
Teotônio Vilela,2015Q1,3
Teotônio Vilela,2015Q2,4
Teotônio Vilela,2015Q3,2
Teotônio Vilela,2015Q4,14
Teotônio Vilela,2016Q1,9
Teotônio Vilela,2016Q2,5
Teotônio Vilela,2016Q3,10
Teotônio Vilela,2016Q4,9
Teotônio Vilela,2017Q1,15
Teotônio Vilela,2017Q2,10
Teotônio Vilela,2017Q3,8
Teotônio Vilela,2017Q4,8
Teotônio Vilela,2018Q1,8
Teotônio Vilela,2018Q2,4
Teotônio Vilela,2018Q3,2
Teotônio Vilela,2018Q4,2
Teotônio Vilela,2019Q1,3
Teotônio Vilela,2019Q3,5
Teotônio Vilela,2019Q4,3
Teotônio Vilela,2020Q1,3
Teotônio Vilela,2020Q2,3
Teotônio Vilela,2020Q3,3
Teotônio Vilela,2020Q4,3
Teotônio Vilela,2021Q1,2
Teotônio Vilela,2021Q2,2
Teotônio Vilela,2022Q1,3
Teotônio Vilela,2022Q3,1
Teotônio Vilela,2022Q4,1
Teotônio Vilela,2023Q1,4
Teotônio Vilela,2023Q2,5
Teotônio Vilela,2023Q3,3
Teotônio Vilela,2023Q4,3
Teotônio Vilela,2024Q1,1
Teotônio Vilela,2024Q2,3
Teotônio Vilela,2024Q4,2
Teotônio Vilela,2025Q1,2
Teotônio Vilela,2025Q2,5
Teotônio Vilela,2025Q3,3
Teotônio Vilela,2025Q4,1
Teotônio Vilela,2026Q1,4
Teotônio Vilela,2026Q2,3
Traipu,2012Q1,2
Traipu,2012Q2,1
Traipu,2012Q3,1
Traipu,2012Q4,5
Traipu,2013Q1,1
Traipu,2014Q1,2
Traipu,2014Q2,2
Traipu,2014Q3,3
Traipu,2014Q4,1
Traipu,2015Q1,1
Traipu,2015Q2,4
Traipu,2015Q4,2
Traipu,2016Q1,2
Traipu,2016Q3,2
Traipu,2016Q4,2
Traipu,2017Q1,3
Traipu,2017Q2,1
Traipu,2017Q4,1
Traipu,2018Q2,2
Traipu,2018Q4,1
Traipu,2019Q1,1
Traipu,2019Q3,1
Traipu,2019Q4,1
Traipu,2020Q1,2
Traipu,2020Q3,4
Traipu,2020Q4,2
Traipu,2021Q3,2
Traipu,2022Q2,1
Traipu,2022Q3,2
Traipu,2022Q4,1
Traipu,2023Q2,1
Traipu,2023Q4,1
Traipu,2024Q1,1
Traipu,2024Q2,1
Traipu,2024Q3,1
Traipu,2024Q4,1
Traipu,2025Q1,1
Traipu,2025Q2,2
Traipu,2025Q3,1
Traipu,2025Q4,1
Traipu,2026Q1,1
União dos Palmares,2012Q1,17
União dos Palmares,2012Q2,7
União dos Palmares,2012Q3,10
União dos Palmares,2012Q4,9
União dos Palmares,2013Q1,11
União dos Palmares,2013Q2,14
União dos Palmares,2013Q3,14
União dos Palmares,2013Q4,13
União dos Palmares,2014Q1,10
União dos Palmares,2014Q2,15
União dos Palmares,2014Q3,10
União dos Palmares,2014Q4,7
União dos Palmares,2015Q1,16
União dos Palmares,2015Q2,7
União dos Palmares,2015Q3,11
União dos Palmares,2015Q4,6
União dos Palmares,2016Q1,17
União dos Palmares,2016Q2,11
União dos Palmares,2016Q3,10
União dos Palmares,2016Q4,14
União dos Palmares,2017Q1,9
União dos Palmares,2017Q2,6
União dos Palmares,2017Q3,3
União dos Palmares,2017Q4,11
União dos Palmares,2018Q1,2
União dos Palmares,2018Q2,3
União dos Palmares,2018Q3,2
União dos Palmares,2018Q4,3
União dos Palmares,2019Q1,8
União dos Palmares,2019Q2,8
União dos Palmares,2019Q3,7
União dos Palmares,2019Q4,5
União dos Palmares,2020Q1,9
União dos Palmares,2020Q2,14
União dos Palmares,2020Q3,3
União dos Palmares,2020Q4,14
União dos Palmares,2021Q1,10
União dos Palmares,2021Q2,8
União dos Palmares,2021Q3,7
União dos Palmares,2021Q4,10
União dos Palmares,2022Q1,4
União dos Palmares,2022Q2,11
União dos Palmares,2022Q3,9
União dos Palmares,2022Q4,5
União dos Palmares,2023Q1,7
União dos Palmares,2023Q2,6
União dos Palmares,2023Q3,2
União dos Palmares,2023Q4,6
União dos Palmares,2024Q1,6
União dos Palmares,2024Q2,4
União dos Palmares,2024Q3,4
União dos Palmares,2024Q4,6
União dos Palmares,2025Q1,4
União dos Palmares,2025Q2,4
União dos Palmares,2025Q3,3
União dos Palmares,2025Q4,4
União dos Palmares,2026Q1,1
Viçosa,2012Q1,8
Viçosa,2012Q2,5
Viçosa,2012Q3,3
Viçosa,2012Q4,6
Viçosa,2013Q1,2
Viçosa,2013Q2,1
Viçosa,2013Q3,6
Viçosa,2013Q4,4
Viçosa,2014Q1,1
Viçosa,2014Q2,4
Viçosa,2014Q3,4
Viçosa,2014Q4,6
Viçosa,2015Q1,4
Viçosa,2015Q2,5
Viçosa,2015Q3,5
Viçosa,2015Q4,8
Viçosa,2016Q1,2
Viçosa,2016Q2,4
Viçosa,2016Q4,3
Viçosa,2017Q1,10
Viçosa,2017Q2,2
Viçosa,2017Q3,2
Viçosa,2017Q4,2
Viçosa,2018Q1,3
Viçosa,2018Q2,2
Viçosa,2018Q3,2
Viçosa,2018Q4,1
Viçosa,2019Q1,5
Viçosa,2019Q3,6
Viçosa,2019Q4,4
Viçosa,2020Q1,7
Viçosa,2020Q2,1
Viçosa,2020Q3,2
Viçosa,2020Q4,3
Viçosa,2021Q1,3
Viçosa,2021Q2,1
Viçosa,2021Q3,1
Viçosa,2021Q4,1
Viçosa,2022Q1,2
Viçosa,2022Q3,1
Viçosa,2022Q4,1
Viçosa,2023Q2,3
Viçosa,2023Q3,3
Viçosa,2023Q4,2
Viçosa,2024Q1,1
Viçosa,2024Q4,1
Viçosa,2025Q1,1
Viçosa,2025Q4,1
Viçosa,2026Q1,3
Água Branca,2012Q1,2
Água Branca,2012Q2,1
Água Branca,2012Q3,2
Água Branca,2012Q4,2
Água Branca,2013Q2,1
Água Branca,2013Q4,2
Água Branca,2014Q1,1
Água Branca,2014Q3,1
Água Branca,2015Q1,1
Água Branca,2015Q2,2
Água Branca,2016Q2,1
Água Branca,2016Q3,3
Água Branca,2016Q4,2
Água Branca,2017Q2,1
Água Branca,2017Q4,2
Água Branca,2018Q1,1
Água Branca,2018Q2,2
Água Branca,2018Q3,1
Água Branca,2020Q1,1
Água Branca,2020Q3,1
Água Branca,2020Q4,1
Água Branca,2021Q2,1
Água Branca,2021Q3,1
Água Branca,2021Q4,2
Água Branca,2022Q1,1
Água Branca,2022Q2,1
Água Branca,2023Q4,3
Água Branca,2024Q1,1
Água Branca,2024Q2,1
Água Branca,2024Q3,1
Água Branca,2024Q4,3
Água Branca,2025Q1,1
Água Branca,2026Q1,1
